Index	Level	Language	Content	Sentence	Errors	Erroneous_words	Comment
134	B1	Russisch	Beste Irena Ik begrijp heel goed dat u zich zorgen maken dat jou kind niet van houdt sporten. Tegenwoordig sporten meest  jongeren niet graag  en het is heel spijtig. Volgens mij moet we onze kinderen van tevoren uitleggen dat bewegen veel gezond en nuttig voor zowel fysieke als geestelijke ontwikkeling is . Als kinderen verder geen moeites willen doen, moeten we hen erin verplichten. Als we altijd alleen zouden doen wat gemakkelijk en lekker voor ons is, zouden we lui en ongeorganiseerd worden.  Om jou kind te leren om een doel te kunnen streven, moet je hem ook leren geen fysieke oefening vermijden. Hoewel je sommige tijd al hebt uitgegeven om jou kind te motiveren, stop niet maar dan zullen u goede resultaten krijgen. Groetjes Elena	Ik begrijp heel goed dat u zich zorgen maken dat jou kind niet van houdt sporten.	Beste Irena Ik begrijp heel goed dat u zich zorgen maken  (G) dat jou  (G) kind niet van  (P) houdt sporten	van	
135	A2	Frans	Ik vraag of ik spreek. ik weet niet of vraag. Omdat Nederlands te praten, studeer ik Nederlands. Ik weet dat de weer is koud. Ik wil dat de zon schijnt. Ik kom als ik moet leren. Als ik een vrije dag heb, ga ik naar het park en praten met vrienden.	Ik weet dat de weer is koud.	(W)  Ik weet dat de (G)  weer is koud (P)	is koud	katapult
139	A2	Hindi	Dag Lotte, Ik zie dat Bert uitgenodigd Anna, Paolo en Sam heeft voor eten. Ik zie dat de stewardess een nieuwe baan begonnen. Ze heeft een winkel voor groenten en fruit. Ik zie dat Paolo en Anna 3 keer per week contact hebben. Ik zie dat Sam boos is op Anna.  Dank u, Rudra Manna	Ik zie dat Bert uitgenodigd Anna, Paolo en Sam heeft voor eten.	Dag Lotte, Ik zie dat Bert uitgenodigd  (P) Anna, Paolo en Sam heeft voor eten	uitgenodigd	
140	A2+	Spaans	Dag, ik wil je een mail over soap schrijven. De Stewardess heeft in de winkel gewerkt. Ze liever in de winkel werken omdat ze met mensen kun praten. Ze heeft drie jaar stewardess gewest en ze is in Italië geweest. Ze zegt dat ze van Italië houdt. Daarna heeft ze een winkel gekocht en nu werkt ze daar. Bert heeft de diner gekookt want hij wil met Anna, Sam en Paolo ontmoet. Hij heeft met zijn moeder gepraat. Hij heeft in een paar kleine probleempjes met zijn werk gehad. Hij heeft te laat op kantoor gekomen en hij heeft problemen met zijn auto gehad. Jennifer is gelukkig omdat haar kind en marketingmanager is maar ze is niet gelukkig want Bent heeft en beetje problemen op zijn werk hebben. Sam heeft de mandarijntjes niet gezien omdat hij heeft vorige week te laat gewerkt en Anna is kwalijk met Sam. Ze hebben een aperitief voor Bert gekocht. Paolo is Nederlands aan het leren. Hij heeft een cadeautje voor Bert gekocht. Het is en Cherry fles. Bert zegt dat hij  dit aperitief graag drinken maar ik denk dat dat niet waar is. Hij heeft niet met Bert en Jennifer naar Gent gegaan omdat Hij Nederland moet studeren maar dat was ook niet waar. Hij moet een jaar Nederland studeren als hij economie wil studeren. Anna heeft met Paolo Nederland studeren. Sam weet niet dat. Paolo zegt dat Anna snel leren. Ze hebben Nederland en Italiaans drie keer per week gestudeerd. Tot ziens!	Ze liever in de winkel werken omdat ze met mensen kun praten.	Ze liever  (P) in de winkel werken  (P)  (G) omdat ze met mensen kun  (G) praten	liever	
142	A2+	Spaans	Dag, ik wil je een mail over soap schrijven. De Stewardess heeft in de winkel gewerkt. Ze liever in de winkel werken omdat ze met mensen kun praten. Ze heeft drie jaar stewardess gewest en ze is in Italië geweest. Ze zegt dat ze van Italië houdt. Daarna heeft ze een winkel gekocht en nu werkt ze daar. Bert heeft de diner gekookt want hij wil met Anna, Sam en Paolo ontmoet. Hij heeft met zijn moeder gepraat. Hij heeft in een paar kleine probleempjes met zijn werk gehad. Hij heeft te laat op kantoor gekomen en hij heeft problemen met zijn auto gehad. Jennifer is gelukkig omdat haar kind en marketingmanager is maar ze is niet gelukkig want Bent heeft en beetje problemen op zijn werk hebben. Sam heeft de mandarijntjes niet gezien omdat hij heeft vorige week te laat gewerkt en Anna is kwalijk met Sam. Ze hebben een aperitief voor Bert gekocht. Paolo is Nederlands aan het leren. Hij heeft een cadeautje voor Bert gekocht. Het is en Cherry fles. Bert zegt dat hij  dit aperitief graag drinken maar ik denk dat dat niet waar is. Hij heeft niet met Bert en Jennifer naar Gent gegaan omdat Hij Nederland moet studeren maar dat was ook niet waar. Hij moet een jaar Nederland studeren als hij economie wil studeren. Anna heeft met Paolo Nederland studeren. Sam weet niet dat. Paolo zegt dat Anna snel leren. Ze hebben Nederland en Italiaans drie keer per week gestudeerd. Tot ziens!	Sam heeft de mandarijntjes niet gezien omdat hij heeft vorige week te laat gewerkt en Anna is kwalijk met Sam.	Sam heeft de mandarijntjes niet gezien omdat hij heeft  (P) vorige week te laat gewerkt en Anna is kwalijk  (W) met Sam	heeft	In een bijzin staan alle werkwoorden in de eindgroep.
143	A2+	Spaans	Dag, ik wil je een mail over soap schrijven. De Stewardess heeft in de winkel gewerkt. Ze liever in de winkel werken omdat ze met mensen kun praten. Ze heeft drie jaar stewardess gewest en ze is in Italië geweest. Ze zegt dat ze van Italië houdt. Daarna heeft ze een winkel gekocht en nu werkt ze daar. Bert heeft de diner gekookt want hij wil met Anna, Sam en Paolo ontmoet. Hij heeft met zijn moeder gepraat. Hij heeft in een paar kleine probleempjes met zijn werk gehad. Hij heeft te laat op kantoor gekomen en hij heeft problemen met zijn auto gehad. Jennifer is gelukkig omdat haar kind en marketingmanager is maar ze is niet gelukkig want Bent heeft en beetje problemen op zijn werk hebben. Sam heeft de mandarijntjes niet gezien omdat hij heeft vorige week te laat gewerkt en Anna is kwalijk met Sam. Ze hebben een aperitief voor Bert gekocht. Paolo is Nederlands aan het leren. Hij heeft een cadeautje voor Bert gekocht. Het is en Cherry fles. Bert zegt dat hij  dit aperitief graag drinken maar ik denk dat dat niet waar is. Hij heeft niet met Bert en Jennifer naar Gent gegaan omdat Hij Nederland moet studeren maar dat was ook niet waar. Hij moet een jaar Nederland studeren als hij economie wil studeren. Anna heeft met Paolo Nederland studeren. Sam weet niet dat. Paolo zegt dat Anna snel leren. Ze hebben Nederland en Italiaans drie keer per week gestudeerd. Tot ziens!	Sam weet niet dat.	Sam weet niet  (P) dat	niet	
144	A2	Turks	Mijn naam is Irem. Ik ben 21 en ik woon al 2 jaar in België.  Ik studeer Nederlands om in België te studeren, om mensen te begrijpen en om te communiceren. Het ding dat ik makkelijk vind in het Nederlands is de woordenschat. De woordenschat heeft veel gelijkenis met Engels. Daarom vind ik Nederlands makkelijk te begrijpen. Soms als ik de betekenis van een woord niet weet dan probeer ik een verbond maken tussen Engels en Nederlands en deze methode soms helpt mij een beetje. Die dingen die ik vind moeilijk zijn de artikelen en een paar grammatica regels. In mijn moeder taal zijn er geen artikelen. Dus kan ik niet een verbond maken tussen mijn moedertaal en Nederlands en in het Engels is het niet zo'n moelijk als in het Nederlands. Daarom vind ik het moeilijk. Omdat mijn moedertaal en nederlands niet in de dezelfde taal gezin is, is de grammatica van Nederlands is heel veel anders dan in mijn moedertaal. Daarom vind ik een paar grammatica regels moeilijk.  Mijn studiemethodes zijn : herhaal wat je in die dag hebt geleerd in de cursus, kijk iets in het Nederlands met ondertiteling om nieuwe uitdrukking worden en de uitspraak van de woorden te leren. Deze methodes helpen mij altijd. Het taal is iets dat je moet elke dag practijk doen om niet te vergeten en het is niet teoritisch, integendeel het is praktijk daarom moet ik elke dag praktijk doen in het Nederlands. Ik heb geen tips voor mijn collega's want elke mensen hebben andere manier om vreemde taal te leren. Sommige mensen hebben visuele intelligentie of auditieve intelligentie. Daarom kan ik geen tips geven . Mischien, 'Vind je eigen manier om Nederlands gemakkelijk te leren' kan ik zeggen tegen mijn collega's. Ja, ik vind Nederlands mooie taal. Ik hou van Nederlands beluisteren. Volgens mij, is Nederlands een taal dat ik gemakkelijk begrijp. De uitspraak is mooie. Mijn favoriete woord is paraplu en ik weet niet waarom. De reden mag de uitspraak zijn.	Soms als ik de betekenis van een woord niet weet dan probeer ik een verbond maken tussen Engels en Nederlands en deze methode soms helpt mij een beetje.	Soms  (P) als ik de betekenis van een woord niet weet dan probeer ik een verbond (W)  maken tussen Engels en Nederlands en deze methode soms (P)  helpt mij een beetje	Soms	
146	A2	Turks	Mijn naam is Irem. Ik ben 21 en ik woon al 2 jaar in België.  Ik studeer Nederlands om in België te studeren, om mensen te begrijpen en om te communiceren. Het ding dat ik makkelijk vind in het Nederlands is de woordenschat. De woordenschat heeft veel gelijkenis met Engels. Daarom vind ik Nederlands makkelijk te begrijpen. Soms als ik de betekenis van een woord niet weet dan probeer ik een verbond maken tussen Engels en Nederlands en deze methode soms helpt mij een beetje. Die dingen die ik vind moeilijk zijn de artikelen en een paar grammatica regels. In mijn moeder taal zijn er geen artikelen. Dus kan ik niet een verbond maken tussen mijn moedertaal en Nederlands en in het Engels is het niet zo'n moelijk als in het Nederlands. Daarom vind ik het moeilijk. Omdat mijn moedertaal en nederlands niet in de dezelfde taal gezin is, is de grammatica van Nederlands is heel veel anders dan in mijn moedertaal. Daarom vind ik een paar grammatica regels moeilijk.  Mijn studiemethodes zijn : herhaal wat je in die dag hebt geleerd in de cursus, kijk iets in het Nederlands met ondertiteling om nieuwe uitdrukking worden en de uitspraak van de woorden te leren. Deze methodes helpen mij altijd. Het taal is iets dat je moet elke dag practijk doen om niet te vergeten en het is niet teoritisch, integendeel het is praktijk daarom moet ik elke dag praktijk doen in het Nederlands. Ik heb geen tips voor mijn collega's want elke mensen hebben andere manier om vreemde taal te leren. Sommige mensen hebben visuele intelligentie of auditieve intelligentie. Daarom kan ik geen tips geven . Mischien, 'Vind je eigen manier om Nederlands gemakkelijk te leren' kan ik zeggen tegen mijn collega's. Ja, ik vind Nederlands mooie taal. Ik hou van Nederlands beluisteren. Volgens mij, is Nederlands een taal dat ik gemakkelijk begrijp. De uitspraak is mooie. Mijn favoriete woord is paraplu en ik weet niet waarom. De reden mag de uitspraak zijn.	Die dingen die ik vind moeilijk zijn de artikelen en een paar grammatica regels.	Die dingen die ik vind (P)  moeilijk zijn de artikelen (W)  en een paar grammatica regels (S)	vind	In een bijzin staan alle werkwoorden in de eindgroep.
147	A2+	Grieks	Hoi Antria, Ik schrijf deze e-mail om je te vertellen wat er gebeurde in de eerste aflevering van deel 6 van de Soap. Het was erg grappig en interessant. In deel 6 is het december.  Bert nodigde Anna, Sam en Paulo bij hem thuis uit voor een etentje.  Er is een nieuw personage. Haar naam is Elly. Ze is ex-stewardess. Nu werkt ze bij een supermarkt. Ze vindt haar nieuwe baan leuk omdat ze met de klanten kan praten. Bert heeft een probleem met zijn werk. Hij was meerdere keren te laat. Zijn moeder is niet blij met dit probleem van Bert.  Anna en Sam maken ruzie omdat Sam jaloers is op paulo (en omdat Sam mandarijnen wil kopen en Anna niet). Laatste maar belangrijkste: Anna studeert Italiaans met Paulo drie keer per week. Dit betekende dat ze frequent contact hadden. Hahaha Dit is niet grappig voor Sam.... Ik kijk uit naar het volgende. Groetjes, Georgia	Anna studeert Italiaans met Paulo drie keer per week.	Laatste maar belangrijkste (!) : Anna studeert Italiaans met Paulo drie keer per week (P)	drie keer per week	De frequentiewoorden (vaak, meestal, elke week…) staan meestal op dezelfde plaats als ‘niet’ of ‘geen’.
148	A2+	Grieks	Halo Glynn! Mijn naam is Kourti en mijn voornaam is Antria. Ik kom uit Cyprus maar ik woon in Leuven nu. Ik ben student aan KU Leuven. Ik doe mijn master's in Biomedical Science.  Mijn familie kom uit Cyprus en ze wonen in Cyprus ook. Ik hed geen grote familie. Ik heb een broer en een zus. Mijn broer en mijn moeder wonen samen. Mijn vader is dood. Mijn zus is getrowed en ze heft drie kinderen; twee meisjes en een jongen. Ik mis mijn familie. Ik hou van hen. Nu, in Leuven, woon ik aleen in een studio niet in het centrum. Mijn studio is klein maar is er een grote teras. Hij ligt op the zevenste verdieping. Het uitzicht van de studio is uitstekend.  Ik vind het leuk om te tennissen of om te jogging gaan maar ik heb geen vrije tijd. De master program is heel moiejk. Ik moet elke dag studeren. Ik blif om zeven uur elke dag thuis. Ik ben heel moe voor tennisspellen of voor jogging gaan. Als heb ik tijd op weekend ga ik soms naar jogging. Op de weekend, heb ik liever van de wandelingen met mijn vrienden gaan. Ik heb graag niewe steden bezoeken, natuur en parken. Ik vind Belgie een te moie land maar het weer is vershrekkelijk voor mij. Het regent te vaak en het is te koud. Ik vind het weer van Belgie slecht. Hoe vind je Belgie? Zijn er interessant steden op bezoeken of interessant activiteiten voor doen? Groetjes, Antria	Mijn familie kom uit Cyprus en ze wonen in Cyprus ook.	Mijn familie kom  (G) uit Cyprus en ze wonen in Cyprus ook (P)	ook	Kleine woordjes zoals ‘ook’, ‘nog’, ‘maar’… staan op dezelfde plaats als ‘niet’ of ‘geen’.
149	A2+	Grieks	Halo Glynn! Mijn naam is Kourti en mijn voornaam is Antria. Ik kom uit Cyprus maar ik woon in Leuven nu. Ik ben student aan KU Leuven. Ik doe mijn master's in Biomedical Science.  Mijn familie kom uit Cyprus en ze wonen in Cyprus ook. Ik hed geen grote familie. Ik heb een broer en een zus. Mijn broer en mijn moeder wonen samen. Mijn vader is dood. Mijn zus is getrowed en ze heft drie kinderen; twee meisjes en een jongen. Ik mis mijn familie. Ik hou van hen. Nu, in Leuven, woon ik aleen in een studio niet in het centrum. Mijn studio is klein maar is er een grote teras. Hij ligt op the zevenste verdieping. Het uitzicht van de studio is uitstekend.  Ik vind het leuk om te tennissen of om te jogging gaan maar ik heb geen vrije tijd. De master program is heel moiejk. Ik moet elke dag studeren. Ik blif om zeven uur elke dag thuis. Ik ben heel moe voor tennisspellen of voor jogging gaan. Als heb ik tijd op weekend ga ik soms naar jogging. Op de weekend, heb ik liever van de wandelingen met mijn vrienden gaan. Ik heb graag niewe steden bezoeken, natuur en parken. Ik vind Belgie een te moie land maar het weer is vershrekkelijk voor mij. Het regent te vaak en het is te koud. Ik vind het weer van Belgie slecht. Hoe vind je Belgie? Zijn er interessant steden op bezoeken of interessant activiteiten voor doen? Groetjes, Antria	Mijn studio is klein maar is er een grote teras.	Mijn studio is klein maar is  (P) er een grote  (G) teras	is	na "maar" is er geen inversie
