index	original	parse
257	Niet voor niets heeft Den Haag zich ontwikkeld tot legal capital of the world .	(ROOT (SMAIN (PPART (PP (bw 0) (vz 1) (vnw 2)) (vnw 6) (ww 7) (PP (vz 8) (MWU (spec 9) (spec 10) (spec 11) (spec 12) (spec 13)))) (ww 3) (MWU (spec 4) (spec 5))) (let 14))
258	Niet voor niets behoort Nederland tot de actiefste leden van de Verenigde Naties en behoren we tot de landen die het meest doen aan ontwikkelingssamenwerking .	(ROOT (CONJ (SMAIN (PP (bw 0) (vz 1) (vnw 2)) (ww 3) (n 4) (PP (vz 5) (NP (lid 6) (adj 7) (n 8) (PP (vz 9) (NP (lid 10) (MWU (ww 11) (n 12))))))) (vg 13) (SV1 (ww 14) (vnw 15) (PP (vz 16) (NP (lid 17) (n 18) (REL (vnw 19) (SSUB (MWU (lid 20) (vnw 21)) (ww 22) (PP (vz 23) (n 24)))))))) (let 25))
259	We beseffen dat we anderen nodig hebben voor onze welvaart , onze veiligheid , onze gezondheid en de kwaliteit van ons milieu .	(ROOT (SMAIN (vnw 0) (ww 1) (CP (vg 2) (SSUB (vnw 3) (adj 4) (AP (adj 5) (PP (vz 7) (CONJ (NP (vnw 8) (n 9)) (let 10) (NP (vnw 11) (n 12)) (let 13) (NP (vnw 14) (n 15)) (vg 16) (NP (lid 17) (n 18) (PP (vz 19) (NP (vnw 20) (n 21))))))) (ww 6)))) (let 22))
260	En dat anderen ons nodig hebben .	(ROOT (DU (vg 0) (CP (vg 1) (SSUB (adj 2) (vnw 3) (adj 4) (ww 5)))) (let 6))
261	Neem bijvoorbeeld de klimaatverandering en de stijging van de zeespiegel .	(ROOT (SV1 (ww 0) (bw 1) (CONJ (NP (lid 2) (n 3)) (vg 4) (NP (lid 5) (n 6) (PP (vz 7) (NP (lid 8) (n 9)))))) (let 10))
262	Die is voor ons Nederlanders geen nieuwe uitdaging .	(ROOT (SMAIN (vnw 0) (ww 1) (PP (vz 2) (NP (vnw 3) (n 4))) (NP (vnw 5) (adj 6) (n 7))) (let 8))
263	Integendeel : de strijd tegen het water voeren we al duizend jaar .	(ROOT (DU (bw 0) (let 1) (SMAIN (NP (lid 2) (n 3) (PP (vz 4) (NP (lid 5) (n 6)))) (ww 7) (vnw 8) (NP (bw 9) (tw 10) (n 11)))) (let 12))
264	Het enige nieuwe voor ons is dat het vraagstuk nu internationaal speelt .	(ROOT (SMAIN (NP (lid 0) (adj 1) (adj 2) (PP (vz 3) (vnw 4))) (ww 5) (CP (vg 6) (SSUB (NP (lid 7) (n 8)) (bw 9) (adj 10) (ww 11)))) (let 12))
265	Maar de aanpak - samenwerken met partners vanuit een gedeeld belang - dient dezelfde te zijn .	(ROOT (DU (vg 0) (SMAIN (NP (lid 1) (n 2) (let 3) (NP (n 4) (PP (vz 5) (NP (n 6) (PP (vz 7) (NP (lid 8) (ww 9) (n 10)))))) (let 11)) (ww 12) (TI (INF (adj 13) (ww 15)) (vz 14)))) (let 16))
266	Een van onze belangrijke partners , is Rusland .	(ROOT (SMAIN (NP (tw 0) (PP (vz 1) (NP (vnw 2) (adj 3) (n 4)))) (let 5) (ww 6) (n 7)) (let 8))
267	U bent net als wij ingebed in de Europese beschaving .	(ROOT (SMAIN (vnw 0) (ww 1) (CP (bw 2) (vg 3) (vnw 4)) (PPART (ww 5) (PP (vz 6) (NP (lid 7) (adj 8) (n 9))))) (let 10))
268	U behoort tot onze belangrijkste handelspartners buiten de Europese Unie .	(ROOT (SMAIN (vnw 0) (ww 1) (PP (vz 2) (NP (vnw 3) (adj 4) (n 5) (PP (vz 6) (NP (lid 7) (MWU (adj 8) (n 9))))))) (let 10))
269	En u heeft groot gewicht binnen de Verenigde Naties .	(ROOT (DU (vg 0) (SMAIN (vnw 1) (ww 2) (NP (adj 3) (n 4) (PP (vz 5) (NP (lid 6) (MWU (ww 7) (n 8))))))) (let 9))
270	Het is indrukwekkend om de dynamiek te zien , hier in Moskou .	(ROOT (SMAIN (vnw 0) (ww 1) (adj 2) (OTI (vz 3) (TI (INF (NP (lid 4) (n 5)) (ww 7) (let 8) (vnw 9) (PP (vz 10) (n 11))) (vz 6)))) (let 12))
271	U bent dragers van die dynamiek , en daar bent u terecht trots op .	(ROOT (CONJ (SMAIN (vnw 0) (ww 1) (NP (n 2) (PP (vz 3) (NP (vnw 4) (n 5))))) (let 6) (vg 7) (SMAIN (AP (PP (vnw 8) (vz 13)) (adj 12)) (ww 9) (vnw 10) (adj 11))) (let 14))
272	Er is zoveel mogelijk in deze stad .	(ROOT (SMAIN (vnw 0) (ww 1) (ADVP (tw 2) (adj 3)) (PP (vz 4) (NP (vnw 5) (n 6)))) (let 7))
273	Zoveel internationale uitwisseling en creativiteit .	(ROOT (CONJ (NP (tw 0) (adj 1) (n 2)) (vg 3) (NP (n 4))) (let 5))
274	Dat is inspirerend om te zien .	(ROOT (SMAIN (vnw 0) (ww 1) (PPRES (ww 2) (OTI (vz 3) (TI (vz 4) (ww 5))))) (let 6))
275	We leven nu in een tijd van mogelijkheden , economisch èn politiek .	(ROOT (DU (SMAIN (vnw 0) (ww 1) (bw 2) (PP (vz 3) (NP (lid 4) (n 5) (PP (vz 6) (n 7))))) (let 8) (CONJ (adj 9) (vg 10) (adj 11))) (let 12))
276	In mijn jeugd was dat anders .	(ROOT (SMAIN (PP (vz 0) (NP (vnw 1) (n 2))) (ww 3) (vnw 4) (bw 5)) (let 6))
277	Ik ben opgegroeid in de tijd van de Koude Oorlog .	(ROOT (SMAIN (vnw 0) (ww 1) (PPART (ww 2) (PP (vz 3) (NP (lid 4) (n 5) (PP (vz 6) (NP (lid 7) (MWU (adj 8) (n 9)))))))) (let 10))
278	Ik herinner me die als een tijd van stilstand .	(ROOT (SMAIN (vnw 0) (ww 1) (vnw 2) (NP (vnw 3) (PP (vz 4) (NP (lid 5) (n 6) (PP (vz 7) (n 8)))))) (let 9))
279	Oost en West stonden onwrikbaar tegenover elkaar .	(ROOT (SMAIN (CONJ (n 0) (vg 1) (n 2)) (ww 3) (adj 4) (PP (vz 5) (vnw 6))) (let 7))
280	Het was een tijd van vaste patronen .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (lid 2) (n 3) (PP (vz 4) (NP (adj 5) (n 6))))) (let 7))
281	De wereld was verdeeld in kampen .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (PPART (ww 3) (PP (vz 4) (n 5)))) (let 6))
282	We trachtten elkaar voortdurend de loef af te steken .	(ROOT (SMAIN (vnw 0) (ww 1) (TI (INF (vnw 2) (adj 3) (MWU (lid 4) (n 5)) (vz 6) (ww 8)) (vz 7))) (let 9))
283	Het succes van de een , was het verlies van de ander .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (lid 3) (tw 4)))) (let 5) (ww 6) (NP (lid 7) (n 8) (PP (vz 9) (NP (lid 10) (adj 11))))) (let 12))
284	En andersom .	(ROOT (DU (vg 0) (bw 1)) (let 2))
285	Tenminste : zo zagen we het . De wereld was een ' zero sum game ' .	(ROOT (DU (bw 0) (let 1) (SMAIN (bw 2) (ww 3) (vnw 4) (vnw 5)) (let 6) (SMAIN (NP (lid 7) (n 8)) (ww 9) (NP (lid 10) (let 11) (MWU (spec 12) (spec 13) (spec 14)) (let 15)))) (let 16))
286	Nu ligt de wereld veel meer open .	(ROOT (SMAIN (bw 0) (ww 1) (NP (lid 2) (n 3)) (AP (AP (vnw 4) (vnw 5)) (adj 6))) (let 7))
287	Oude blokkades en vooroordelen zijn weggevallen .	(ROOT (SMAIN (CONJ (NP (adj 0) (n 1)) (vg 2) (NP (n 3))) (ww 4) (PPART (ww 5))) (let 6))
288	We leren elkaar met nieuwe ogen zien .	(ROOT (SMAIN (vnw 0) (ww 1) (INF (vnw 2) (PP (vz 3) (NP (adj 4) (n 5))) (ww 6))) (let 7))
289	We ontdekken steeds meer gemeenschappelijke belangen .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (AP (bw 2) (vnw 3)) (adj 4) (n 5))) (let 6))
290	Er ontstaat ruimte voor nieuwe , creatieve vormen van samenwerking , voortkomend uit respect voor elkaar en voor onze gedeelde waarden .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (n 2) (PP (vz 3) (NP (adj 4) (let 5) (adj 6) (n 7) (PP (vz 8) (NP (n 9) (let 10) (PPRES (ww 11) (PP (vz 12) (NP (n 13) (CONJ (PP (vz 14) (vnw 15)) (vg 16) (PP (vz 17) (NP (vnw 18) (ww 19) (n 20))))))))))))) (let 21))
291	Het is onze gezamenlijke verantwoordelijkheid die nieuwe kansen te benutten .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (vnw 2) (adj 3) (n 4)) (TI (INF (NP (vnw 5) (adj 6) (n 7)) (ww 9)) (vz 8))) (let 10))
292	Op basis van gelijkwaardigheid en respect voor elkaar .	(ROOT (PP (MWU (vz 0) (n 1) (vz 2)) (CONJ (n 3) (vg 4) (NP (n 5) (PP (vz 6) (vnw 7))))) (let 8))
293	Twee maanden geleden was uw minister van Buitenlandse Zaken , Sergey Lavrov , hier op MGIMO te gast bij de opening van het academisch jaar .	(ROOT (SMAIN (AP (NP (tw 0) (n 1)) (bw 2)) (ww 3) (NP (vnw 4) (n 5) (PP (vz 6) (MWU (adj 7) (n 8))) (let 9) (MWU (spec 10) (spec 11))) (let 12) (ADVP (vnw 13) (PP (vz 14) (n 15))) (CP (vz 16) (NP (n 17) (PP (vz 18) (NP (lid 19) (n 20) (PP (vz 21) (NP (lid 22) (adj 23) (n 24)))))))) (let 25))
294	Hij sprak toen over de keuze die Rusland heeft gemaakt ' in favor of the basic values of democracy and market ' .	(ROOT (SMAIN (vnw 0) (ww 1) (bw 2) (PP (vz 3) (NP (lid 4) (n 5) (REL (vnw 6) (SSUB (n 7) (ww 8) (PPART (ww 9) (let 10) (MWU (vz 11) (spec 12) (vg 13) (spec 14) (spec 15) (spec 16) (vg 17) (spec 18) (spec 19) (spec 20)) (let 21))))))) (let 22))
295	Volgens minister Lavrov zijn dat waarden ' without which a modern society and state aspiring to effective growth and a worthy place in the world just cannot live ' .	(ROOT (SMAIN (PP (vz 0) (NP (n 1) (n 2))) (ww 3) (vnw 4) (NP (n 5) (let 6) (MWU (spec 7) (spec 8) (spec 9) (spec 10) (spec 11) (spec 12) (spec 13) (spec 14) (spec 15) (spec 16) (spec 17) (spec 18) (spec 19) (spec 20) (spec 21) (spec 22) (spec 23) (spec 24) (spec 25) (spec 26) (adj 27)) (let 28))) (let 29))
296	Minister Lavrov zei verder : ' we look at the world today , feeling our responsiblility - together with other states - for its future ' .	(ROOT (DU (SMAIN (NP (n 0) (n 1)) (ww 2) (bw 3)) (let 4) (let 5) (MWU (vnw 6) (spec 7) (spec 8) (spec 9) (spec 10) (spec 11) (let 12) (spec 13) (spec 14) (spec 15) (let 16) (spec 17) (spec 18) (spec 19) (spec 20) (let 21) (spec 22) (spec 23) (spec 24)) (let 25)) (let 26))
297	Dat gevoel van verantwoordelijkheid hebben wij ook in Nederland .	(ROOT (SMAIN (NP (vnw 0) (n 1) (PP (vz 2) (n 3))) (ww 4) (vnw 5) (bw 6) (PP (vz 7) (n 8))) (let 9))
298	Dames en heren , respect verwachten , betekent verantwoordelijkheid aanvaarden .	(ROOT (DU (CONJ (n 0) (vg 1) (n 2)) (let 3) (SMAIN (NP (n 4) (ww 5)) (let 6) (ww 7) (INF (n 8) (ww 9)))) (let 10))
299	Noblesse oblige .	(ROOT (MWU (spec 0) (spec 1)) (let 2))
300	Wie een krachtige rol wil spelen op het wereldtoneel , dient ook verantwoordelijkheid te nemen voor het grote geheel .	(ROOT (SMAIN (WHREL (vnw 0) (SSUB (INF (NP (lid 1) (adj 2) (n 3)) (ww 5) (PP (vz 6) (NP (lid 7) (n 8)))) (ww 4))) (let 9) (ww 10) (bw 11) (TI (INF (n 12) (ww 14) (PP (vz 15) (NP (lid 16) (adj 17) (n 18)))) (vz 13))) (let 19))
301	We zijn allen stakeholders van de wereldgemeenschap .	(ROOT (SMAIN (vnw 0) (ww 1) (vnw 2) (NP (n 3) (PP (vz 4) (NP (lid 5) (n 6))))) (let 7))
302	Van ons allemaal wordt gevraagd concreet bij te dragen aan oplossingen .	(ROOT (SMAIN (PPART (PP (vz 0) (NP (vnw 1) (bw 2))) (ww 4) (TI (INF (adj 5) (vz 6) (ww 8) (PP (vz 9) (n 10))) (vz 7))) (ww 3)) (let 11))
303	Daarbij is het redelijk dat sterke landen een aantoonbare inzet leveren .	(ROOT (SMAIN (bw 0) (ww 1) (vnw 2) (adj 3) (CP (vg 4) (SSUB (NP (adj 5) (n 6)) (NP (lid 7) (adj 8) (n 9)) (ww 10)))) (let 11))
304	Van dynamische , ondernemende landen als Rusland en Nederland wordt het een en ander verwacht .	(ROOT (SMAIN (PPART (PP (vz 0) (NP (adj 1) (let 2) (ww 3) (n 4) (CP (vg 5) (CONJ (n 6) (vg 7) (n 8))))) (ww 14)) (ww 9) (NP (lid 10) (MWU (tw 11) (vg 12) (adj 13)))) (let 15))
305	Een constructieve houding op het wereldtoneel is een kwestie van welbegrepen eigenbelang .	(ROOT (SMAIN (NP (lid 0) (adj 1) (n 2) (PP (vz 3) (NP (lid 4) (n 5)))) (ww 6) (NP (lid 7) (n 8) (PP (vz 9) (NP (adj 10) (n 11))))) (let 12))
306	De wereld anno 2007 is immers geen ' zero sum game ' meer .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (tw 3))) (ww 4) (bw 5) (NP (vnw 6) (let 7) (MWU (spec 8) (spec 9) (spec 10)) (let 11)) (vnw 12)) (let 13))
307	Eigen belang en algemeen belang kunnen uitstekend samengaan .	(ROOT (SMAIN (CONJ (NP (adj 0) (n 1)) (vg 2) (NP (adj 3) (n 4))) (ww 5) (INF (adj 6) (ww 7))) (let 8))
308	Ik geef u vier voorbeelden .	(ROOT (SMAIN (vnw 0) (ww 1) (vnw 2) (NP (tw 3) (n 4))) (let 5))
309	Ten eerste : handhaving van de rule of law .	(ROOT (CP (MWU (vz 0) (tw 1)) (NP (let 2) (n 3) (PP (vz 4) (NP (lid 5) (MWU (spec 6) (spec 7) (spec 8)))))) (let 9))
310	We zijn allemaal gebaat bij een stabiele internationale omgeving , voor onze veiligheid , onze stabiliteit en onze economie .	(ROOT (DU (SMAIN (vnw 0) (ww 1) (bw 2) (PPART (ww 3) (PP (vz 4) (NP (lid 5) (adj 6) (adj 7) (n 8))))) (let 9) (CONJ (PP (vz 10) (NP (vnw 11) (n 12))) (let 13) (NP (vnw 14) (n 15)) (vg 16) (NP (vnw 17) (n 18)))) (let 19))
311	Als partners binnen de Raad van Europa hebben we ons gecommitteerd aan de verdediging van de rechtsstaat , de democratie en de mensenrechten .	(ROOT (SMAIN (CP (vz 0) (NP (n 1) (PP (vz 2) (NP (lid 3) (MWU (n 4) (vz 5) (n 6)))))) (ww 7) (vnw 8) (PPART (vnw 9) (ww 10) (PP (vz 11) (NP (lid 12) (n 13) (PP (vz 14) (CONJ (NP (lid 15) (n 16)) (let 17) (NP (lid 18) (n 19)) (vg 20) (NP (lid 21) (n 22)))))))) (let 23))
312	Het is van belang dat landen zich aan internationale afspraken houden .	(ROOT (SMAIN (vnw 0) (ww 1) (PP (vz 2) (n 3)) (CP (vg 4) (SSUB (n 5) (vnw 6) (PP (vz 7) (NP (adj 8) (n 9))) (ww 10)))) (let 11))
313	Daar moeten we elkaar op aanspreken .	(ROOT (SMAIN (INF (PP (vnw 0) (vz 4)) (vnw 3) (ww 5)) (ww 1) (vnw 2)) (let 6))
314	Het loont om samen op te trekken bij het versterken van de internationale rechtsorde .	(ROOT (SMAIN (vnw 0) (ww 1) (OTI (vz 2) (TI (INF (bw 3) (vz 4) (ww 6) (PP (vz 7) (NP (lid 8) (ww 9) (PP (vz 10) (NP (lid 11) (adj 12) (n 13)))))) (vz 5)))) (let 14))
315	Kijk naar Afghanistan . In dat land worden grote hoeveelheden drugs geproduceerd die hun weg vinden naar de Europese Unie en naar Rusland .	(ROOT (DU (SMAIN (ww 0) (PP (vz 1) (n 2))) (let 3) (SMAIN (PPART (PP (vz 4) (NP (vnw 5) (n 6))) (ww 11) (REL (vnw 12) (SSUB (NP (vnw 13) (n 14)) (ww 15) (CONJ (PP (vz 16) (NP (lid 17) (MWU (adj 18) (n 19)))) (vg 20) (PP (vz 21) (n 22)))))) (ww 7) (NP (adj 8) (n 9) (n 10)))) (let 23))
316	Cocaïne verwoest levens .	(ROOT (SMAIN (n 0) (ww 1) (n 2)) (let 3))
317	Jonge mensen in Amsterdam , in Moskou en in andere steden , vallen ten prooi aan drugs uit Afghanistan .	(ROOT (SMAIN (NP (adj 0) (n 1) (CONJ (PP (vz 2) (n 3)) (let 4) (PP (vz 5) (n 6)) (vg 7) (PP (vz 8) (NP (adj 9) (n 10))))) (let 11) (ww 12) (MWU (vz 13) (n 14)) (PP (vz 15) (NP (n 16) (PP (vz 17) (n 18))))) (let 19))
318	Met de opbrengst daarvan versterken internationale terroristen hun machtsbasis ten koste van onze veiligheid .	(ROOT (SMAIN (PP (vz 0) (NP (lid 1) (n 2) (bw 3))) (ww 4) (NP (adj 5) (n 6)) (NP (vnw 7) (n 8) (PP (MWU (vz 9) (n 10) (vz 11)) (NP (vnw 12) (n 13))))) (let 14))
319	Werken aan vrede en wederopbouw dáár , is dus ook van belang voor de veiligheid híer .	(ROOT (SMAIN (NP (n 0) (PP (vz 1) (CONJ (n 2) (vg 3) (NP (n 4) (NP (vnw 5)) (let 6))))) (ww 7) (bw 8) (bw 9) (PP (vz 10) (n 11)) (PP (vz 12) (NP (lid 13) (n 14) (bw 15)))) (let 16))
320	Vandaar dat Nederland actief meewerkt aan herstel van de rule of law in Afghanistan .	(ROOT (DU (bw 0) (CP (vg 1) (SSUB (n 2) (adj 3) (ww 4) (PP (vz 5) (NP (n 6) (PP (vz 7) (NP (lid 8) (MWU (spec 9) (spec 10) (spec 11)) (PP (vz 12) (n 13))))))))) (let 14))
321	Om onze veiligheid te waarborgen , hebben we een systeem van internationale verdragen ontwikkeld gericht op ontwapening en non-proliferatie .	(ROOT (SMAIN (PPART (OTI (vz 0) (TI (INF (NP (vnw 1) (n 2)) (ww 4)) (vz 3))) (NP (lid 8) (n 9) (PP (vz 10) (NP (adj 11) (n 12))) (PPART (ww 14) (PP (vz 15) (CONJ (n 16) (vg 17) (n 18))))) (ww 13)) (let 5) (ww 6) (vnw 7)) (let 19))
322	De NAVO-Rusland Raad geeft ons een forum om daarover met elkaar in gesprek te blijven en verschillen van inzicht te overbruggen .	(ROOT (SMAIN (NP (lid 0) (MWU (spec 1) (spec 2))) (ww 3) (vnw 4) (NP (lid 5) (n 6)) (OTI (vz 7) (CONJ (TI (INF (bw 8) (PP (vz 9) (vnw 10)) (PP (vz 11) (n 12)) (ww 14)) (vz 13)) (vg 15) (TI (INF (NP (n 16) (PP (vz 17) (n 18))) (ww 20)) (vz 19))))) (let 21))
323	Laten we de bestaande mogelijkheden ten volle benutten en samen blijven optrekken bij het werken aan onze veiligheid .	(ROOT (CONJ (SV1 (ww 0) (vnw 1) (INF (NP (lid 2) (ww 3) (n 4)) (MWU (vz 5) (adj 6)) (ww 7))) (vg 8) (SV1 (bw 9) (INF (ww 10) (INF (ww 11) (PP (vz 12) (NP (lid 13) (ww 14) (PP (vz 15) (NP (vnw 16) (n 17))))))))) (let 18))
324	Een tweede voorbeeld van een gezamenlijke uitdaging : de strijd tegen klimaatverandering .	(ROOT (NP (lid 0) (tw 1) (n 2) (PP (vz 3) (NP (lid 4) (adj 5) (n 6))) (let 7) (NP (lid 8) (n 9) (PP (vz 10) (n 11)))) (let 12))
325	Zoals ik al zei is die voor het laaggelegen Nederland een prioriteit .	(ROOT (SMAIN (CP (vg 0) (SSUB (vnw 1) (bw 2) (ww 3))) (ww 4) (vnw 5) (PP (vz 6) (NP (lid 7) (adj 8) (n 9))) (NP (lid 10) (n 11))) (let 12))
326	Ook in uw land kan de klimaatverandering grote gevolgen hebben voor de landbouw , de natuur en de leefomgeving van mensen .	(ROOT (SMAIN (INF (PP (bw 0) (vz 1) (NP (vnw 2) (n 3))) (NP (adj 7) (n 8) (PP (vz 10) (CONJ (NP (lid 11) (n 12)) (let 13) (NP (lid 14) (n 15)) (vg 16) (NP (lid 17) (n 18) (PP (vz 19) (n 20)))))) (ww 9)) (ww 4) (NP (lid 5) (n 6))) (let 21))
327	Net als West-Nederland , is Sint-Petersburg kwetsbaar voor overstromingen .	(ROOT (SMAIN (CP (bw 0) (vg 1) (n 2)) (let 3) (ww 4) (n 5) (AP (adj 6) (PP (vz 7) (n 8)))) (let 9))
328	We verwelkomen de betrokkenheid van Rusland als partner binnen ' Kyoto ' .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (lid 2) (n 3) (PP (vz 4) (n 5))) (CP (vz 6) (NP (n 7) (PP (vz 8) (let 9) (n 10) (let 11))))) (let 12))
329	En we hopen dat Rusland ook aan een vervolg op Kyoto zal deelnemen .	(ROOT (DU (vg 0) (SMAIN (vnw 1) (ww 2) (CP (vg 3) (SSUB (n 4) (INF (bw 5) (PP (vz 6) (NP (lid 7) (n 8) (PP (vz 9) (n 10)))) (ww 12)) (ww 11))))) (let 13))
330	Maar er is meer nodig .	(ROOT (DU (vg 0) (SMAIN (vnw 1) (ww 2) (AP (vnw 3) (adj 4)))) (let 5))
331	We zullen al onze kennis en al ons innovatietalent moeten inzetten bij de aanpak van dit mondiale vraagstuk .	(ROOT (SMAIN (vnw 0) (ww 1) (CONJ (NP (DETP (vnw 2) (vnw 3)) (n 4)) (vg 5) (NP (DETP (vnw 6) (vnw 7)) (n 8))) (INF (ww 9) (INF (ww 10) (PP (vz 11) (NP (lid 12) (n 13) (PP (vz 14) (NP (vnw 15) (adj 16) (n 17)))))))) (let 18))
332	Op dit moment werken Russische en Nederlandse wetenschappers samen aan een onderzoek naar de gevolgen van de klimaatverandering voor de permafrost bodems in Oost-Siberië .	(ROOT (SMAIN (PP (vz 0) (NP (vnw 1) (n 2))) (ww 3) (NP (CONJ (adj 4) (vg 5) (adj 6)) (n 7)) (bw 8) (PP (vz 9) (NP (lid 10) (n 11) (PP (vz 12) (NP (lid 13) (n 14) (PP (vz 15) (NP (lid 16) (n 17) (PP (vz 18) (NP (lid 19) (n 20) (n 21) (PP (vz 22) (n 23))))))))))) (let 24))
333	Smelten van de permafrost kan leiden tot een enorme versnelling van het broeikaseffect .	(ROOT (SMAIN (NP (n 0) (PP (vz 1) (NP (lid 2) (n 3)))) (ww 4) (INF (ww 5) (PP (vz 6) (NP (lid 7) (adj 8) (n 9) (PP (vz 10) (NP (lid 11) (n 12))))))) (let 13))
334	Dat raakt ons allemaal .	(ROOT (SMAIN (vnw 0) (ww 1) (vnw 2) (bw 3)) (let 4))
335	Daarom werkt Nederland graag aan dit onderzoek mee .	(ROOT (SMAIN (bw 0) (ww 1) (n 2) (bw 3) (PP (vz 4) (NP (vnw 5) (n 6))) (vz 7)) (let 8))
336	Een derde voorbeeld dat ik wil noemen , houdt hiermee verband : een betrouwbare , efficiënte en duurzame energiehuishouding .	(ROOT (SMAIN (NP (lid 0) (tw 1) (n 2) (REL (vnw 3) (SSUB (vnw 4) (ww 5) (INF (ww 6))))) (let 7) (ww 8) (bw 9) (n 10) (let 11) (NP (lid 12) (CONJ (adj 13) (let 14) (adj 15) (vg 16) (adj 17)) (n 18))) (let 19))
337	Rusland is de eerste gasproducent en de tweede olieproducent ter wereld .	(ROOT (SMAIN (n 0) (ww 1) (CONJ (NP (lid 2) (tw 3) (n 4)) (vg 5) (NP (lid 6) (tw 7) (n 8) (PP (vz 9) (n 10))))) (let 11))
338	Een kwart van het gas dat Europeanen gebruiken , komt uit Rusland .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (lid 3) (n 4) (REL (vnw 5) (SSUB (NP (n 6)) (ww 7)))))) (let 8) (ww 9) (PP (vz 10) (n 11))) (let 12))
339	Het staat buiten kijf dat voorspelbaarheid in de relatie tussen afnemer en gebruiker in ieders belang is .	(ROOT (SMAIN (vnw 0) (ww 1) (MWU (vz 2) (n 3)) (CP (vg 4) (SSUB (NP (n 5) (PP (vz 6) (NP (lid 7) (n 8) (PP (vz 9) (CONJ (n 10) (vg 11) (n 12)))))) (PP (vz 13) (NP (vnw 14) (n 15))) (ww 16)))) (let 17))
340	Ook technologische samenwerking is voordelig voor alle partijen .	(ROOT (SMAIN (NP (bw 0) (adj 1) (n 2)) (ww 3) (AP (adj 4) (PP (vz 5) (NP (vnw 6) (n 7))))) (let 8))
341	Nederland is al sinds de jaren zestig een gasproducerend land en heeft veel ervaring met een efficiënte en duurzame exploitatie .	(ROOT (CONJ (SMAIN (n 0) (ww 1) (PP (bw 2) (vz 3) (NP (lid 4) (n 5) (tw 6))) (NP (lid 7) (adj 8) (n 9))) (vg 10) (SMAIN (ww 11) (NP (vnw 12) (n 13)) (PP (vz 14) (NP (lid 15) (CONJ (adj 16) (vg 17) (adj 18)) (n 19))))) (let 20))
342	Bedrijven als Shell en Gasunie bewijzen dat .	(ROOT (SMAIN (NP (n 0) (CP (vz 1) (CONJ (n 2) (vg 3) (n 4)))) (ww 5) (vnw 6)) (let 7))
343	We werken ook samen om zuiniger om te gaan met energie .	(ROOT (SMAIN (vnw 0) (ww 1) (bw 2) (bw 3) (OTI (vz 4) (TI (INF (adj 5) (vz 6) (ww 8) (PP (vz 9) (n 10))) (vz 7)))) (let 11))
344	Volgens schattingen van de Russische overheid en Gazprom kan uw land per jaar 150 miljard kubieke meter gas besparen .	(ROOT (SMAIN (INF (PP (vz 0) (NP (n 1) (PP (vz 2) (CONJ (NP (lid 3) (adj 4) (n 5)) (vg 6) (n 7))))) (PP (vz 11) (n 12)) (NP (tw 13) (n 14) (NP (adj 15) (n 16) (n 17))) (ww 18)) (ww 8) (NP (vnw 9) (n 10))) (let 19))
345	Dat is vier keer het complete jaarlijkse gasverbruik in Nederland .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (tw 2) (n 3)) (NP (lid 4) (adj 5) (adj 6) (n 7) (PP (vz 8) (n 9)))) (let 10))
346	U werkt hard aan verbeteringen en daar kan Nederland bij helpen .	(ROOT (CONJ (SMAIN (vnw 0) (ww 1) (adj 2) (PP (vz 3) (n 4))) (vg 5) (SMAIN (INF (PP (vnw 6) (vz 9)) (ww 10)) (ww 7) (n 8))) (let 11))
347	Dames en heren , een vierde terrein waarop belangen parallel lopen , is de economie .	(ROOT (DU (CONJ (n 0) (vg 1) (n 2)) (let 3) (SMAIN (NP (lid 4) (tw 5) (n 6) (REL (bw 7) (SSUB (n 8) (adj 9) (ww 10)))) (let 11) (ww 12) (NP (lid 13) (n 14)))) (let 15))
348	Bij uitbreiding van handel en investeringen is iedereen gebaat .	(ROOT (SMAIN (PPART (PP (vz 0) (NP (n 1) (PP (vz 2) (CONJ (n 3) (vg 4) (n 5))))) (ww 8)) (ww 6) (vnw 7)) (let 9))
349	Nederland behoort tot de grootste investeerders in Rusland .	(ROOT (SMAIN (n 0) (ww 1) (PP (vz 2) (NP (lid 3) (adj 4) (n 5) (PP (vz 6) (n 7))))) (let 8))
350	De belangstelling van Nederlandse ondernemers voor deze stad en dit land , spreekt boekdelen .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (adj 3) (n 4))) (PP (vz 5) (CONJ (NP (vnw 6) (n 7)) (vg 8) (NP (vnw 9) (n 10))))) (let 11) (ww 12) (n 13)) (let 14))
351	Voor mij is economische samenwerking onlosmakelijk verbonden met innovatie .	(ROOT (SMAIN (PP (vz 0) (vnw 1)) (ww 2) (NP (adj 3) (n 4)) (PPART (adj 5) (ww 6) (PP (vz 7) (n 8)))) (let 9))
