index	original	level
3182	Jarenlang bestond Duitsland uit allemaal kleine landjes, die door een bond met elkaar verbonden waren.	B1
3183	Pas in 1871 ontstond het huidige Duitsland.	B1
3184	Duitsland heeft onder andere de Eerste en Tweede Wereldoorlog veroorzaakt.	B1
3185	In de jaren 40 werd Duitsland gespitst in twee delen en pas in 1990 werden deze weer verenigd.	B1
3186	Duitsland heeft dus een grote rol gespeeld in de Europese geschiedenis.	B1
3187	Daarnaast staat Duitsland bekend om Volkswagen, Angela Merkel, bier en pünktlichkeit (stipt op tijd zijn).	B1
3188	In de prehistorie werd Duitsland al bewoond.	B1
3189	De eerste mensachtigen die in het gebied woonden waren de Neanderthalers.	B1
3190	Later kwam de huidige mens.	B1
3191	Eerst leefden ze van de jacht en het verzamelen van voedsel, maar langzamerhand kwamen de eerste landbouwers.	B1
3192	Rond 1000 v. Chr. kwamen de eerste grote volk naar Duitsland.	B1
3193	In het noorden kwamen de Germanen en in het zuiden de Kelten.	B1
3194	Hoe kunnen we in poldergebied Rijnenburg en Reijerscop op grote schaal duurzame energie produceren met zonne- en/of windenergie?	B1+
3195	De gemeenteraad heeft in 2017 opdracht gegeven om dit te onderzoeken.	B1+
3196	Samen met bewoners hebben we verschillende scenario’s uitgewerkt.	B1+
3197	Het college heeft deze scenario’s vertaald naar een visie op een ‘energielandschap’.	B1+
3198	En naar een uitnodigingskader voor partijen die windmolens en zonnevelden in het gebied willen bouwen.	B1+
3199	De gemeenteraad heeft op 9 juli 2020 de visie en het uitnodigingskader voor energielandschap Rijnenburg en Reijerscop vastgesteld.	B1+
3200	Initiatiefnemers aan zet Initiatiefnemers die zonne- en/of windenergie willen produceren kunnen vanaf nu plannen indienen bij de gemeente.	B1+
3201	Dit kan tot 1 november 2020.	B1+
3202	Als dat nodig is verlengen we deze termijn met 3 maanden.	B1+
3203	Het college selecteert de initiatiefnemers die hun voorstel mogen uitwerken.	B1+
3204	Plan indienen Bent u initiatiefnemer en wilt u een plan indienen?	B1+
3205	In het uitnodigingskader staat waaraan de plannen moeten voldoen en hoe de selectieprocedure er uit ziet.	B1+
3206	U kunt uw plan sturen naar duurzame-energierijnenburg@utrecht.nl.	B1+
3207	Hebt u vragen of wilt u iets overleggen, dan kunt u telefonisch of per e-mail contact met ons opnemen.	B1+
3208	De Amsterdamse School is het opleidingsinstituut van de gemeente Amsterdam.	B2
3209	Ik heb vanmiddag voor een groep medewerkers van dit opleidingsinstituut een webinar verzorgd over e-learning.	B2
3210	De Amsterdamse School leren koppelen aan het werk.	B2
3211	Dit kwam ook tijdens dit webinar aan bod.	B2
3212	Ik ben eerst ingegaan op het begrip ‘e-learning’.	B2
3213	Ik heb de aanwezigen gevraagd via Mentimeter aan te geven welke drie kernbegrippen volgens hen in de definitie van e-learning voor moeten komen.	B2
3214	Vervolgens heb ik aangegeven dat de aard van e-learning sterk verbreed is, sinds de term in 1999 is gelanceerd.	B2
3215	Ik heb de aanwezigen ook gevraagd met welke van de verschillende toepassingen op het gebied van e-learning zij ervaring hebben.	B2
3216	Ik heb e-learning ook onderscheiden van blended learning, ik ben ingegaan op het verschil tussen asynchroon en synchroon online leren, en ik ben ingegaan op formeel en informeel leren in relatie tot e-learning.	B2
3217	Verder heb ik o.a. betoogd dat je niet te snel moet spreken van ‘leren’.	B2
3218	Dat risico loop je als je leren wilt koppelen aan werken.	B2
3219	Is er op de werkvloer wel voldoende ruimte voor verwerking, feedback en reflectie?	B2
3220	In het tweede deel ben ik ingegaan op verschillende typen leervragen binnen arbeidsorganisaties.	B2
3221	Bij verschillende typen leervragen horen dan verschillende typen ‘e-learning’.	B2
3222	Hoe e-mailontvangers omgaan met die authenticatie verschilt onderling waardoor de effectiviteit niet optimaal is.	B2
3223	Hiervoor biedt DMARC de oplossing.	B2
3224	Sinds kort gebruiken we bij BIT bovenop SPF en DKIM nu ook DMARC.	B2
3225	Dan praat ik niet alleen specifiek over het 'SMTP'-protocol zelf, maar ook over de afspraken rondom ‘wat een e-mail maakt’ stammen uit het jaar kruik.	B2
3226	Tegelijkertijd is e-mail nog altijd razend populair.	B2
3227	Voor communicatie met klanten, met collega’s, je familie of je vrienden, maar ook voor diegenen die er minder oprechte bedoelingen op na houden.	B2
3228	Ongevraagde e-mail, de zogenoemde spam, werd gauw een groot probleem.	B2
3229	Iedereen kent vast de berichten waaruit zou blijken dat meer dan 90% van het e-mailverkeer op internet ongevraagde e-mail zou zijn.	B2
3230	Daarnaast werden er steeds vaker phishingmails verstuurd en ontvangen.	B2
3231	Berichten die lijken te komen van een bank, de Belastingdienst of een streaming service, maar in feite zijn verstuurd door criminelen.	B2
3232	Economie is een wetenschap die zich bezighoudt met de keuzes en het gedrag van mensen, bedrijven en overheden bij het consumeren en produceren.	B1
3233	Iemand die economie gestudeerd heeft wordt een econoom of econome genoemd.	B1
3234	De economie is ook de naam voor het systeem dat de economen bestuderen.	B1
3235	Dingen als werk, handel, geld en inflatie komen bij de economie voor.	B1
3236	De economie gaat niet alleen over bedrijven en de keuzes van de overheid, maar ook om de huishoudens.	B1
3237	De economie van huishoudens wordt huishoudkunde genoemd, terwijl de economie van bedrijven bedrijfseconomie wordt genoemd.	B1
3238	Beide takken worden samen de micro-economie genoemd.	B1
3239	De economie van een land of regio wordt meso-economie genoemd en de internationale economie wordt de macro-economie genoemd.	B1
3240	Er wordt namelijk veel gehandeld tussen bedrijven.	B1
3241	In Nederland en Vlaanderen wordt economie als vak op de middelbare school gegeven.	B1
3242	Het is een zogenaamde sociale wetenschap.	B1
3243	Het houdt zich ondere andere bezig met wisselkoersen, met de waarde van geld (valuta in de economie) en met handelsrelaties tussen landen.	B1
3244	Thomas van Aquino vergeleek de verhoging van prijzen met een vorm van diefstal.	B1
3245	De economie bestaat al sinds de landbouwrevolutie in de prehistorie.	B1
3246	Met de komst van landbouw gingen mensen zich vestigen op een bepaalde plaats.	B1
3247	Eind maart 2020 wordt Nederland getroffen door het coronavirus, gevolg is dat Nederland in een intelligente lockdown gaat.	B2+
3248	In opdracht van de gemeente Amsterdam heeft SEO Economisch Onderzoek bekeken wat de gevolgen voor Groot-Amsterdam zijn.	B2+
3249	Zij concluderen dat de economie van Groot-Amsterdam (en de Metropoolregio Amsterdam) relatief harder wordt geraakt door de coronamaatregelen dan gemiddeld in Nederland.	B2+
3250	Dit komt doordat sectoren die hard geraakt worden zoals restaurants en cafés, de uitzendbranche en groot- en detailhandel, relatief sterk vertegenwoordigd zijn in Groot-Amsterdam (en de MRA).	B2+
3251	Ook beleidsmatig verwachten we voor een aantal afwijkingen door de gevolgen van de coronacrisis.	B2+
3252	Hieronder zijn deze toegelicht.	B2+
3253	De veiligheidsregio heeft tijdens de intelligente lockdown maatregelen afgekondigd waardoor niet alle vaste plaatshouders hun plek konden innemen op de markt, daarnaast zijn in de anderhalve meter samenleving grote aanpassingen nodig geweest om de markten weer mogelijk te maken.	B2+
3254	De besluiten om marktondernemers te ontzien rond marktgelden/tarieven betekent ook minder inkomsten voor de gemeente, hiervoor is een beroep gedaan op de Noodkas.	B2+
3255	Zij zong chansons, waarvan de bekendste zijn: La Vie en rose, Non, je ne regrette rien en Milord (geschreven door Georges Moustaki).	B1
3256	Ze werd opgevoed door haar grootmoeder, die in Normandië een bordeel uitbaatte en uit Marokko afkomstig was.	B1
3257	Haar debuut als zangeres maakte zij rond haar vijftiende als straatzangeres.	B1
3258	Toen Piaf 17 jaar was, kreeg ze een dochter (Marcelle), verwekt door Louis Dupont, een Parijse koerier op wie zij verliefd geworden was.	B1
3259	Het kind overleed al op tweejarige leeftijd aan een hersenvliesontsteking.	B1
3260	Zij werd op twintigjarige leeftijd als zangeres ontdekt door de eigenaar van het Parijse Cirque Médrano.	B1
3261	Een gesprek met Dide Maarse, mede-eigenaar van Up Products.	B1
3262	Dide Maarse en haar broer Gijs beginnen hun bedrijf Up Products in het voorjaar van 2020.	B1
3263	Dit is het eerste zakelijke avontuur dat ze samen aangaan.	B1
3264	Hoe vergaat het hen en hun onderneming?	B1
3265	Products vind je in het Gelderse Eibergen, vlak bij de grens met Duitsland.	B1
3266	Ze verkopen modulaire trapsystemen en bijbehorende roosters aan zowel bedrijven als particulieren.	B1
3267	Klinkt ingewikkeld, maar dat valt mee.	B1
3268	Het zijn trappen die je per onderdeel zelf kan samenstellen.	B1
3269	Zo krijg je een trap op maat die voldoet aan allerlei bouw- en veiligheidseisen en die je later naar wens kan uitbreiden en aanpassen.	B1
3270	Gijs is engineer en komt op zijn werk vaak trappen tegen bij machinebouw.	B1
3271	Daarnaast heeft Dide werkervaring in de trappenbranche.	B1
3272	Hierdoor weten we dat bijvoorbeeld bouwprojecten vaak hoge veiligheidseisen aan trappen stellen.	B1
3273	Onze trappen voldoen aan daaraan, daardoor hoeven klanten zich niet druk te maken of de trap wordt goedgekeurd bij de bouwvergunning.	B1
3274	Om te checken of hun trapsysteem aan de regels voldoet, hebben Dide en Gijs zelf allerlei tests uitgevoerd.	B1
3275	Zes jaar geleden lanceerden we de Voys App voor Android en iOS.	B2
3276	Met deze app bel je via je smartphone met je zakelijke vaste nummer.	B2
3277	Dat klinkt eenvoudig, toch is het een behoorlijke uitdaging gebleken om de app probleemloos te laten functioneren.	B2
3278	Momenteel is zowel de Android als de iOS app in maintenance modus.	B2
3279	Dit houdt in dat-ie niet meer verder wordt ontwikkeld en dat we alleen beveiligingsupdates doen en grote, veelvoorkomende problemen proberen te verhelpen.	B2
3280	In dit verhaal lees je waarom.	B2
3281	Als een vaste telefoon aangesloten is op een netwerk, dan zijn er maar weinig variabelen.	B2
3282	Soms staat een router een beetje verkeerd ingesteld of zit een firewall in de weg, maar dat hebben we over het algemeen snel verholpen.	B2
3283	Een app doorontwikkelen en daarop support leveren, blijkt een heel andere tak van sport.	B2
3284	Ondertussen hebben we tientallen versies van de Voys App gelanceerd en zijn we de afgelopen zes jaar samen met het app development team van onze leverancier constant bezig geweest de app te optimaliseren.	B2
3285	Ondanks dat je er als gebruiker zelf vaak niet veel van merkt, zit daar heel veel werk in.	B2
3286	Als lijstjesgek ben ik dol op de Internet Movie Database (IMDb voor vrienden).	B1+
3287	Ze houden ook een lijst bij van de top 250 van de beste films, die door stemmen van gebruikers wordt bepaald.	B1+
3288	Laatst viel me op dat onderaan die pagina een formule staat.	B1+
3289	Ik vond het heel goed dat ze lieten zien hoe de lijst werd samengesteld en wilde hier al een lovend stukje schrijven over de IMDb.	B1+
3290	Tot ik eens beter naar de formule keek.	B1+
3291	Op de IMDb zeggen ze dat dit een true Bayesian estimate is.	B1+
3292	Ik vroeg aan een voorbij rennende hoogleraar in de statistiek of dat klopte.	B1+
3293	Dit heeft niets met Bayes te maken, dit is gewoon een gewogen gemiddelde met een paar constantes erin.	B1+
3294	Het is alweer zes jaar geleden dat we de eerste versie ontwikkelden van de Voys smartphone app voor Android.	B1
3295	Een app waarmee je zowel inkomend als uitgaand kunt bellen met je vaste zakelijke telefoonnummer.	B1
3296	We hebben er al die jaren hard aan gewerkt en vanaf vandaag is er een gloednieuwe versie van de Voys App voor Android beschikbaar.	B1
3297	Daarnaast werkt-ie eleganter.	B1
3298	En niet alleen de buitenkant heeft een upgrade gekregen, ook binnen de app zijn er een paar elementen flink veranderd.	B1
3299	Zo is er een nieuwe contactenlijst, hiermee scroll je snel door je contacten om zo de juiste persoon te vinden die je wilt bellen.	B1
3300	Daarnaast is er een nieuw zoekveld en ook de recente gesprekkenlijst heeft een nieuw, fris uiterlijk gekregen.	B1
3301	Verder is er een nieuw optiescherm, hier stel je je bereikbaarheid in en vind je geavanceerde instellingen.	B1
3302	De oude T9-dialer is niet verdwenen, die vind je nog steeds onder de dialer-knop.	B1
3303	Andere bestaande features, zoals kunnen zien dat je een oproep hebt gemist, maar dat een collega die heeft aangenomen, zijn natuurlijk gewoon gebleven.	B1
3304	Wanneer organisaties kiezen voor colocatie dan wordt er op de eerste plaats vaak gekeken naar de stroomvoorziening en koeling.	B2
3305	Maar hoe is de fysieke beveiliging geregeld?	B2
3306	Je IT-apparatuur en data breng je onder op een externe locatie en je wilt er op kunnen vertrouwen dat criminelen hier niet bij kunnen.	B2
3307	Een goede beveiliging is een combinatie van zowel technische als menselijke maatregelen.	B2
3308	Bij het ontwerp en de bouw van onze datacenters zijn wij nauw betrokken geweest.	B2
3309	De datacenters zijn gebouwd met oog op de nodige veiligheidsmaatregelen.	B2
3310	In deze blog bespreken we de verschillende lagen van beveiliging die wij toepassen binnen onze datacenters.	B2
3311	Bouwkundige en elektronische maatregelen die wij genomen hebben zijn: inbraakwerend glas, kluisdeuren en alarmsensoren in iedere ruimte.	B2
3312	De datacenters worden door twee onafhankelijke beveiligingsbedrijven nauwlettend in de gaten gehouden.	B2
3313	Toegangshekken en aanmeldprocedure Ons kantoor en de datacenters zijn rondom voorzien van toegangshekken met schrikdraad en alarm.	B2
3314	Deze hekken zijn de hele dag afgesloten en kunnen alleen geopend worden door mensen die werkzaam zijn bij BIT en onze klanten met zelfstandige toegang.	B2
3315	Klanten met zelfstandige toegang moeten zich voorafgaand aan hun bezoek aanmelden.	B2
3316	Wij monitoren of het alarm ingeschakeld is op de momenten dat wij dat verwachten.	B2
3317	Toch zijn er een paar collega’s die hun werk niet zo makkelijk thuis kunnen doen: onze lunch boys.	B1
3318	Wat doen zij in deze coronatijd?	B1
3319	We zijn bij Voys gewend dat we mogen aanschuiven aan tafel in Spys, de ruimte waar lunch boys Davide en Anthony elke ochtend de lunch voorbereiden.	B1
3320	Wat een luxe, merken we nu.	B1
3321	Tegenwoordig eten we gewoon thuis aan de eettafel.	B1
3322	Toch zijn Davide en Anthony nog steeds aan het werk in Spys.	B1
3323	Ze bereiden nu alleen geen lunch voor hun collega’s, maar voor mensen die in deze coronatijd zwaar werk doen: medewerkers in de zorg.	B1
3324	Zij staan sinds de coronacrisis voor een extra zware klus: ze draaien intensieve diensten en ze zien van dichtbij wat corona met patiënten kan doen.	B1
3325	We willen hen graag een hart onder de riem steken.	B1
3326	Wimke heeft contact gelegd met verschillende instellingen en wij zijn de boel gaan voorbereiden.	B1
3327	De boodschappen zijn op.	A1
3328	Sumalee moet melk, brood, vlees, fruit en groente kopen.	A1
3329	Zij pakt een tasje en haar fiets.	A1
3330	De supermarkt is in het centrum.	A1
3331	De boodschappenlijst zit in haar jaszak.	A1
3332	Het verkeer is druk.	A1
3333	Sumalee fietst langzaam.	A1
3334	Sumalee koopt veel boodschappen.	A1
3335	Haar tas is zwaar en vol.	A1
3336	De tas hangt aan haar stuur.	A1
3337	Dan gaat de tas kapot.	A1
3338	Alle sinaasappels vallen op de weg.	A1
3339	Een pak melk valt.	A1
3340	Alle melk ligt op de straat.	A1
3341	Een vrouw helpt Sumalee.	A1
3342	Zij pakt de sinaasappels.	A1
